water_type,wavelength_nm,Kd_downwelling_per_m,status,note
3C,342,1.84,ok,
3C,343,1.8225,ok,
3C,344,1.805,ok,
3C,345,1.7875,ok,
3C,346,1.77,ok,
3C,347,1.7525,ok,
3C,348,1.735,ok,
3C,349,1.7175,ok,
3C,350,1.7,ok,
3C,351,1.676,ok,
3C,352,1.652,ok,
3C,353,1.628,ok,
3C,354,1.604,ok,
3C,355,1.58,ok,
3C,356,1.556,ok,
3C,357,1.532,ok,
3C,358,1.508,ok,
3C,359,1.484,ok,
3C,360,1.46,ok,
3C,361,1.436,ok,
3C,362,1.412,ok,
3C,363,1.388,ok,
3C,364,1.364,ok,
3C,365,1.34,ok,
3C,366,1.316,ok,
3C,367,1.292,ok,
3C,368,1.268,ok,
3C,369,1.244,ok,
3C,370,1.22,ok,
3C,371,1.196,ok,
3C,372,1.172,ok,
3C,373,1.148,ok,
3C,374,1.124,ok,
3C,375,1.1,ok,
3C,376,1.0872,ok,
3C,377,1.0744,ok,
3C,378,1.0616,ok,
3C,379,1.0488,ok,
3C,380,1.036,ok,
3C,381,1.0232,ok,
3C,382,1.0104,ok,
3C,383,0.9976,ok,
3C,384,0.9848,ok,
3C,385,0.972,ok,
3C,386,0.9592,ok,
3C,387,0.9464,ok,
3C,388,0.9336,ok,
3C,389,0.9208,ok,
3C,390,0.908,ok,
3C,391,0.8952,ok,
3C,392,0.8824,ok,
3C,393,0.8696,ok,
3C,394,0.8568,ok,
3C,395,0.844,ok,
3C,396,0.8312,ok,
3C,397,0.8184,ok,
3C,398,0.8056,ok,
3C,399,0.7928,ok,
3C,400,0.78,ok,
3C,401,0.7704,ok,
3C,402,0.7608,ok,
3C,403,0.7512,ok,
3C,404,0.7416,ok,
3C,405,0.732,ok,
3C,406,0.7224,ok,
3C,407,0.7128,ok,
3C,408,0.7032,ok,
3C,409,0.6936,ok,
3C,410,0.684,ok,
3C,411,0.6744,ok,
3C,412,0.6648,ok,
3C,413,0.6552,ok,
3C,414,0.6456,ok,
3C,415,0.636,ok,
3C,416,0.6264,ok,
3C,417,0.6168,ok,
3C,418,0.6072,ok,
3C,419,0.5976,ok,
3C,420,0.588,ok,
3C,421,0.5784,ok,
3C,422,0.5688,ok,
3C,423,0.5592,ok,
3C,424,0.5496,ok,
3C,425,0.54,ok,
3C,426,0.534,ok,
3C,427,0.528,ok,
3C,428,0.522,ok,
3C,429,0.516,ok,
3C,430,0.51,ok,
3C,431,0.504,ok,
3C,432,0.498,ok,
3C,433,0.492,ok,
3C,434,0.486,ok,
3C,435,0.48,ok,
3C,436,0.474,ok,
3C,437,0.468,ok,
3C,438,0.462,ok,
3C,439,0.456,ok,
3C,440,0.45,ok,
3C,441,0.444,ok,
3C,442,0.438,ok,
3C,443,0.432,ok,
3C,444,0.426,ok,
3C,445,0.42,ok,
3C,446,0.414,ok,
3C,447,0.408,ok,
3C,448,0.402,ok,
3C,449,0.396,ok,
3C,450,0.39,ok,
3C,451,0.386,ok,
3C,452,0.382,ok,
3C,453,0.378,ok,
3C,454,0.374,ok,
3C,455,0.37,ok,
3C,456,0.366,ok,
3C,457,0.362,ok,
3C,458,0.358,ok,
3C,459,0.354,ok,
3C,460,0.35,ok,
3C,461,0.346,ok,
3C,462,0.342,ok,
3C,463,0.338,ok,
3C,464,0.334,ok,
3C,465,0.33,ok,
3C,466,0.326,ok,
3C,467,0.322,ok,
3C,468,0.318,ok,
3C,469,0.314,ok,
3C,470,0.31,ok,
3C,471,0.306,ok,
3C,472,0.302,ok,
3C,473,0.298,ok,
3C,474,0.294,ok,
3C,475,0.29,ok,
3C,476,0.2872,ok,
3C,477,0.2844,ok,
3C,478,0.2816,ok,
3C,479,0.2788,ok,
3C,480,0.276,ok,
3C,481,0.2732,ok,
3C,482,0.2704,ok,
3C,483,0.2676,ok,
3C,484,0.2648,ok,
3C,485,0.262,ok,
3C,486,0.2592,ok,
3C,487,0.2564,ok,
3C,488,0.2536,ok,
3C,489,0.2508,ok,
3C,490,0.248,ok,
3C,491,0.2452,ok,
3C,492,0.2424,ok,
3C,493,0.2396,ok,
3C,494,0.2368,ok,
3C,495,0.234,ok,
3C,496,0.2312,ok,
3C,497,0.2284,ok,
3C,498,0.2256,ok,
3C,499,0.2228,ok,
3C,500,0.22,ok,
3C,501,0.2192,ok,
3C,502,0.2184,ok,
3C,503,0.2176,ok,
3C,504,0.2168,ok,
3C,505,0.216,ok,
3C,506,0.2152,ok,
3C,507,0.2144,ok,
3C,508,0.2136,ok,
3C,509,0.2128,ok,
3C,510,0.212,ok,
3C,511,0.2112,ok,
3C,512,0.2104,ok,
3C,513,0.2096,ok,
3C,514,0.2088,ok,
3C,515,0.208,ok,
3C,516,0.2072,ok,
3C,517,0.2064,ok,
3C,518,0.2056,ok,
3C,519,0.2048,ok,
3C,520,0.204,ok,
3C,521,0.2032,ok,
3C,522,0.2024,ok,
3C,523,0.2016,ok,
3C,524,0.2008,ok,
3C,525,0.2,ok,
3C,526,0.1996,ok,
3C,527,0.1992,ok,
3C,528,0.1988,ok,
3C,529,0.1984,ok,
3C,530,0.198,ok,
3C,531,0.1976,ok,
3C,532,0.1972,ok,
3C,533,0.1968,ok,
3C,534,0.1964,ok,
3C,535,0.196,ok,
3C,536,0.1956,ok,
3C,537,0.1952,ok,
3C,538,0.1948,ok,
3C,539,0.1944,ok,
3C,540,0.194,ok,
3C,541,0.1936,ok,
3C,542,0.1932,ok,
3C,543,0.1928,ok,
3C,544,0.1924,ok,
3C,545,0.192,ok,
3C,546,0.1916,ok,
3C,547,0.1912,ok,
3C,548,0.1908,ok,
3C,549,0.1904,ok,
3C,550,0.19,ok,
3C,551,0.1908,ok,
3C,552,0.1916,ok,
3C,553,0.1924,ok,
3C,554,0.1932,ok,
3C,555,0.194,ok,
3C,556,0.1948,ok,
3C,557,0.1956,ok,
3C,558,0.1964,ok,
3C,559,0.1972,ok,
3C,560,0.198,ok,
3C,561,0.1988,ok,
3C,562,0.1996,ok,
3C,563,0.2004,ok,
3C,564,0.2012,ok,
3C,565,0.202,ok,
3C,566,0.2028,ok,
3C,567,0.2036,ok,
3C,568,0.2044,ok,
3C,569,0.2052,ok,
3C,570,0.206,ok,
3C,571,0.2068,ok,
3C,572,0.2076,ok,
3C,573,0.2084,ok,
3C,574,0.2092,ok,
3C,575,0.21,ok,
3C,576,0.2148,ok,
3C,577,0.2196,ok,
3C,578,0.2244,ok,
3C,579,0.2292,ok,
3C,580,0.234,ok,
3C,581,0.2388,ok,
3C,582,0.2436,ok,
3C,583,0.2484,ok,
3C,584,0.2532,ok,
3C,585,0.258,ok,
3C,586,0.2628,ok,
3C,587,0.2676,ok,
3C,588,0.2724,ok,
3C,589,0.2772,ok,
3C,590,0.282,ok,
3C,591,0.2868,ok,
3C,592,0.2916,ok,
3C,593,0.2964,ok,
3C,594,0.3012,ok,
3C,595,0.306,ok,
3C,596,0.3108,ok,
3C,597,0.3156,ok,
3C,598,0.3204,ok,
3C,599,0.3252,ok,
3C,600,0.33,ok,
3C,601,0.3328,ok,
3C,602,0.3356,ok,
3C,603,0.3384,ok,
3C,604,0.3412,ok,
3C,605,0.344,ok,
3C,606,0.3468,ok,
3C,607,0.3496,ok,
3C,608,0.3524,ok,
3C,609,0.3552,ok,
3C,610,0.358,ok,
3C,611,0.3608,ok,
3C,612,0.3636,ok,
3C,613,0.3664,ok,
3C,614,0.3692,ok,
3C,615,0.372,ok,
3C,616,0.3748,ok,
3C,617,0.3776,ok,
3C,618,0.3804,ok,
3C,619,0.3832,ok,
3C,620,0.386,ok,
3C,621,0.3888,ok,
3C,622,0.3916,ok,
3C,623,0.3944,ok,
3C,624,0.3972,ok,
3C,625,0.4,ok,
3C,626,0.4024,ok,
3C,627,0.4048,ok,
3C,628,0.4072,ok,
3C,629,0.4096,ok,
3C,630,0.412,ok,
3C,631,0.4144,ok,
3C,632,0.4168,ok,
3C,633,0.4192,ok,
3C,634,0.4216,ok,
3C,635,0.424,ok,
3C,636,0.4264,ok,
3C,637,0.4288,ok,
3C,638,0.4312,ok,
3C,639,0.4336,ok,
3C,640,0.436,ok,
3C,641,0.4384,ok,
3C,642,0.4408,ok,
3C,643,0.4432,ok,
3C,644,0.4456,ok,
3C,645,0.448,ok,
3C,646,0.4504,ok,
3C,647,0.4528,ok,
3C,648,0.4552,ok,
3C,649,0.4576,ok,
3C,650,0.46,ok,
3C,651,0.464,ok,
3C,652,0.468,ok,
3C,653,0.472,ok,
3C,654,0.476,ok,
3C,655,0.48,ok,
3C,656,0.484,ok,
3C,657,0.488,ok,
3C,658,0.492,ok,
3C,659,0.496,ok,
3C,660,0.5,ok,
3C,661,0.504,ok,
3C,662,0.508,ok,
3C,663,0.512,ok,
3C,664,0.516,ok,
3C,665,0.52,ok,
3C,666,0.524,ok,
3C,667,0.528,ok,
3C,668,0.532,ok,
3C,669,0.536,ok,
3C,670,0.54,ok,
3C,671,0.544,ok,
3C,672,0.548,ok,
3C,673,0.552,ok,
3C,674,0.556,ok,
3C,675,0.56,ok,
3C,676,0.566,ok,
3C,677,0.572,ok,
3C,678,0.578,ok,
3C,679,0.584,ok,
3C,680,0.59,ok,
3C,681,0.596,ok,
3C,682,0.602,ok,
3C,683,0.608,ok,
3C,684,0.614,ok,
3C,685,0.62,ok,
3C,686,0.626,ok,
3C,687,0.632,ok,
3C,688,0.638,ok,
3C,689,0.644,ok,
3C,690,0.65,ok,
3C,691,0.656,ok,
3C,692,0.662,ok,
3C,693,0.668,ok,
3C,694,0.674,ok,
3C,695,0.68,ok,
3C,696,0.686,ok,
3C,697,0.692,ok,
3C,698,0.698,ok,
3C,699,0.704,ok,
3C,700,0.71,ok,
3C,701,0.716,ok,
3C,702,0.722,ok,
3C,703,0.728,ok,
3C,704,0.734,ok,
3C,705,0.74,ok,
3C,706,0.746,ok,
3C,707,0.752,ok,
3C,708,0.758,ok,
3C,709,0.764,ok,
3C,710,0.77,ok,
3C,711,0.776,ok,
3C,712,0.782,ok,
3C,713,0.788,ok,
3C,714,0.794,ok,
3C,715,0.8,ok,
5C,300,3.8,ok,
5C,301,3.77,ok,
5C,302,3.74,ok,
5C,303,3.71,ok,
5C,304,3.68,ok,
5C,305,3.65,ok,
5C,306,3.62,ok,
5C,307,3.59,ok,
5C,308,3.56,ok,
5C,309,3.53,ok,
5C,310,3.5,ok,
5C,311,3.47,ok,
5C,312,3.44,ok,
5C,313,3.41,ok,
5C,314,3.38,ok,
5C,315,3.35,ok,
5C,316,3.32,ok,
5C,317,3.29,ok,
5C,318,3.26,ok,
5C,319,3.23,ok,
5C,320,3.2,ok,
5C,321,3.17,ok,
5C,322,3.14,ok,
5C,323,3.11,ok,
5C,324,3.08,ok,
5C,325,3.05,ok,
5C,326,3.02,ok,
5C,327,2.99,ok,
5C,328,2.96,ok,
5C,329,2.93,ok,
5C,330,2.9,ok,
5C,331,2.87,ok,
5C,332,2.84,ok,
5C,333,2.81,ok,
5C,334,2.78,ok,
5C,335,2.75,ok,
5C,336,2.72,ok,
5C,337,2.69,ok,
5C,338,2.66,ok,
5C,339,2.63,ok,
5C,340,2.6,ok,
5C,341,2.57,ok,
5C,342,2.54,ok,
5C,343,2.51,ok,
5C,344,2.48,ok,
5C,345,2.45,ok,
5C,346,2.42,ok,
5C,347,2.39,ok,
5C,348,2.36,ok,
5C,349,2.33,ok,
5C,350,2.3,ok,
5C,351,2.272,ok,
5C,352,2.244,ok,
5C,353,2.216,ok,
5C,354,2.188,ok,
5C,355,2.16,ok,
5C,356,2.132,ok,
5C,357,2.104,ok,
5C,358,2.076,ok,
5C,359,2.048,ok,
5C,360,2.02,ok,
5C,361,1.992,ok,
5C,362,1.964,ok,
5C,363,1.936,ok,
5C,364,1.908,ok,
5C,365,1.88,ok,
5C,366,1.852,ok,
5C,367,1.824,ok,
5C,368,1.796,ok,
5C,369,1.768,ok,
5C,370,1.74,ok,
5C,371,1.712,ok,
5C,372,1.684,ok,
5C,373,1.656,ok,
5C,374,1.628,ok,
5C,375,1.6,ok,
5C,376,1.58,ok,
5C,377,1.56,ok,
5C,378,1.54,ok,
5C,379,1.52,ok,
5C,380,1.5,ok,
5C,381,1.48,ok,
5C,382,1.46,ok,
5C,383,1.44,ok,
5C,384,1.42,ok,
5C,385,1.4,ok,
5C,386,1.38,ok,
5C,387,1.36,ok,
5C,388,1.34,ok,
5C,389,1.32,ok,
5C,390,1.3,ok,
5C,391,1.28,ok,
5C,392,1.26,ok,
5C,393,1.24,ok,
5C,394,1.22,ok,
5C,395,1.2,ok,
5C,396,1.18,ok,
5C,397,1.16,ok,
5C,398,1.14,ok,
5C,399,1.12,ok,
5C,400,1.1,ok,
5C,401,1.0872,ok,
5C,402,1.0744,ok,
5C,403,1.0616,ok,
5C,404,1.0488,ok,
5C,405,1.036,ok,
5C,406,1.0232,ok,
5C,407,1.0104,ok,
5C,408,0.9976,ok,
5C,409,0.9848,ok,
5C,410,0.972,ok,
5C,411,0.9592,ok,
5C,412,0.9464,ok,
5C,413,0.9336,ok,
5C,414,0.9208,ok,
5C,415,0.908,ok,
5C,416,0.8952,ok,
5C,417,0.8824,ok,
5C,418,0.8696,ok,
5C,419,0.8568,ok,
5C,420,0.844,ok,
5C,421,0.8312,ok,
5C,422,0.8184,ok,
5C,423,0.8056,ok,
5C,424,0.7928,ok,
5C,425,0.78,ok,
5C,426,0.7712,ok,
5C,427,0.7624,ok,
5C,428,0.7536,ok,
5C,429,0.7448,ok,
5C,430,0.736,ok,
5C,431,0.7272,ok,
5C,432,0.7184,ok,
5C,433,0.7096,ok,
5C,434,0.7008,ok,
5C,435,0.692,ok,
5C,436,0.6832,ok,
5C,437,0.6744,ok,
5C,438,0.6656,ok,
5C,439,0.6568,ok,
5C,440,0.648,ok,
5C,441,0.6392,ok,
5C,442,0.6304,ok,
5C,443,0.6216,ok,
5C,444,0.6128,ok,
5C,445,0.604,ok,
5C,446,0.5952,ok,
5C,447,0.5864,ok,
5C,448,0.5776,ok,
5C,449,0.5688,ok,
5C,450,0.56,ok,
5C,451,0.5548,ok,
5C,452,0.5496,ok,
5C,453,0.5444,ok,
5C,454,0.5392,ok,
5C,455,0.534,ok,
5C,456,0.5288,ok,
5C,457,0.5236,ok,
5C,458,0.5184,ok,
5C,459,0.5132,ok,
5C,460,0.508,ok,
5C,461,0.5028,ok,
5C,462,0.4976,ok,
5C,463,0.4924,ok,
5C,464,0.4872,ok,
5C,465,0.482,ok,
5C,466,0.4768,ok,
5C,467,0.4716,ok,
5C,468,0.4664,ok,
5C,469,0.4612,ok,
5C,470,0.456,ok,
5C,471,0.4508,ok,
5C,472,0.4456,ok,
5C,473,0.4404,ok,
5C,474,0.4352,ok,
5C,475,0.43,ok,
5C,476,0.4272,ok,
5C,477,0.4244,ok,
5C,478,0.4216,ok,
5C,479,0.4188,ok,
5C,480,0.416,ok,
5C,481,0.4132,ok,
5C,482,0.4104,ok,
5C,483,0.4076,ok,
5C,484,0.4048,ok,
5C,485,0.402,ok,
5C,486,0.3992,ok,
5C,487,0.3964,ok,
5C,488,0.3936,ok,
5C,489,0.3908,ok,
5C,490,0.388,ok,
5C,491,0.3852,ok,
5C,492,0.3824,ok,
5C,493,0.3796,ok,
5C,494,0.3768,ok,
5C,495,0.374,ok,
5C,496,0.3712,ok,
5C,497,0.3684,ok,
5C,498,0.3656,ok,
5C,499,0.3628,ok,
5C,500,0.36,ok,
5C,501,0.358,ok,
5C,502,0.356,ok,
5C,503,0.354,ok,
5C,504,0.352,ok,
5C,505,0.35,ok,
5C,506,0.348,ok,
5C,507,0.346,ok,
5C,508,0.344,ok,
5C,509,0.342,ok,
5C,510,0.34,ok,
5C,511,0.338,ok,
5C,512,0.336,ok,
5C,513,0.334,ok,
5C,514,0.332,ok,
5C,515,0.33,ok,
5C,516,0.328,ok,
5C,517,0.326,ok,
5C,518,0.324,ok,
5C,519,0.322,ok,
5C,520,0.32,ok,
5C,521,0.318,ok,
5C,522,0.316,ok,
5C,523,0.314,ok,
5C,524,0.312,ok,
5C,525,0.31,ok,
5C,526,0.3096,ok,
5C,527,0.3092,ok,
5C,528,0.3088,ok,
5C,529,0.3084,ok,
5C,530,0.308,ok,
5C,531,0.3076,ok,
5C,532,0.3072,ok,
5C,533,0.3068,ok,
5C,534,0.3064,ok,
5C,535,0.306,ok,
5C,536,0.3056,ok,
5C,537,0.3052,ok,
5C,538,0.3048,ok,
5C,539,0.3044,ok,
5C,540,0.304,ok,
5C,541,0.3036,ok,
5C,542,0.3032,ok,
5C,543,0.3028,ok,
5C,544,0.3024,ok,
5C,545,0.302,ok,
5C,546,0.3016,ok,
5C,547,0.3012,ok,
5C,548,0.3008,ok,
5C,549,0.3004,ok,
5C,550,0.3,ok,
5C,551,0.3012,ok,
5C,552,0.3024,ok,
5C,553,0.3036,ok,
5C,554,0.3048,ok,
5C,555,0.306,ok,
5C,556,0.3072,ok,
5C,557,0.3084,ok,
5C,558,0.3096,ok,
5C,559,0.3108,ok,
5C,560,0.312,ok,
5C,561,0.3132,ok,
5C,562,0.3144,ok,
5C,563,0.3156,ok,
5C,564,0.3168,ok,
5C,565,0.318,ok,
5C,566,0.3192,ok,
5C,567,0.3204,ok,
5C,568,0.3216,ok,
5C,569,0.3228,ok,
5C,570,0.324,ok,
5C,571,0.3252,ok,
5C,572,0.3264,ok,
5C,573,0.3276,ok,
5C,574,0.3288,ok,
5C,575,0.33,ok,
5C,576,0.3328,ok,
5C,577,0.3356,ok,
5C,578,0.3384,ok,
5C,579,0.3412,ok,
5C,580,0.344,ok,
5C,581,0.3468,ok,
5C,582,0.3496,ok,
5C,583,0.3524,ok,
5C,584,0.3552,ok,
5C,585,0.358,ok,
5C,586,0.3608,ok,
5C,587,0.3636,ok,
5C,588,0.3664,ok,
5C,589,0.3692,ok,
5C,590,0.372,ok,
5C,591,0.3748,ok,
5C,592,0.3776,ok,
5C,593,0.3804,ok,
5C,594,0.3832,ok,
5C,595,0.386,ok,
5C,596,0.3888,ok,
5C,597,0.3916,ok,
5C,598,0.3944,ok,
5C,599,0.3972,ok,
5C,600,0.4,ok,
5C,601,0.4032,ok,
5C,602,0.4064,ok,
5C,603,0.4096,ok,
5C,604,0.4128,ok,
5C,605,0.416,ok,
5C,606,0.4192,ok,
5C,607,0.4224,ok,
5C,608,0.4256,ok,
5C,609,0.4288,ok,
5C,610,0.432,ok,
5C,611,0.4352,ok,
5C,612,0.4384,ok,
5C,613,0.4416,ok,
5C,614,0.4448,ok,
5C,615,0.448,ok,
5C,616,0.4512,ok,
5C,617,0.4544,ok,
5C,618,0.4576,ok,
5C,619,0.4608,ok,
5C,620,0.464,ok,
5C,621,0.4672,ok,
5C,622,0.4704,ok,
5C,623,0.4736,ok,
5C,624,0.4768,ok,
5C,625,0.48,ok,
5C,626,0.4824,ok,
5C,627,0.4848,ok,
5C,628,0.4872,ok,
5C,629,0.4896,ok,
5C,630,0.492,ok,
5C,631,0.4944,ok,
5C,632,0.4968,ok,
5C,633,0.4992,ok,
5C,634,0.5016,ok,
5C,635,0.504,ok,
5C,636,0.5064,ok,
5C,637,0.5088,ok,
5C,638,0.5112,ok,
5C,639,0.5136,ok,
5C,640,0.516,ok,
5C,641,0.5184,ok,
5C,642,0.5208,ok,
5C,643,0.5232,ok,
5C,644,0.5256,ok,
5C,645,0.528,ok,
5C,646,0.5304,ok,
5C,647,0.5328,ok,
5C,648,0.5352,ok,
5C,649,0.5376,ok,
5C,650,0.54,ok,
5C,651,0.5444,ok,
5C,652,0.5488,ok,
5C,653,0.5532,ok,
5C,654,0.5576,ok,
5C,655,0.562,ok,
5C,656,0.5664,ok,
5C,657,0.5708,ok,
5C,658,0.5752,ok,
5C,659,0.5796,ok,
5C,660,0.584,ok,
5C,661,0.5884,ok,
5C,662,0.5928,ok,
5C,663,0.5972,ok,
5C,664,0.6016,ok,
5C,665,0.606,ok,
5C,666,0.6104,ok,
5C,667,0.6148,ok,
5C,668,0.6192,ok,
5C,669,0.6236,ok,
5C,670,0.628,ok,
5C,671,0.6324,ok,
5C,672,0.6368,ok,
5C,673,0.6412,ok,
5C,674,0.6456,ok,
5C,675,0.65,ok,
5C,676,0.656,ok,
5C,677,0.662,ok,
5C,678,0.668,ok,
5C,679,0.674,ok,
5C,680,0.68,ok,
5C,681,0.686,ok,
5C,682,0.692,ok,
5C,683,0.698,ok,
5C,684,0.704,ok,
5C,685,0.71,ok,
5C,686,0.716,ok,
5C,687,0.722,ok,
5C,688,0.728,ok,
5C,689,0.734,ok,
5C,690,0.74,ok,
5C,691,0.746,ok,
5C,692,0.752,ok,
5C,693,0.758,ok,
5C,694,0.764,ok,
5C,695,0.77,ok,
5C,696,0.776,ok,
5C,697,0.782,ok,
5C,698,0.788,ok,
5C,699,0.794,ok,
5C,700,0.8,ok,
5C,701,0.806,ok,
5C,702,0.812,ok,
5C,703,0.818,ok,
5C,704,0.824,ok,
5C,705,0.83,ok,
5C,706,0.836,ok,
5C,707,0.842,ok,
5C,708,0.848,ok,
5C,709,0.854,ok,
5C,710,0.86,ok,
5C,711,0.866,ok,
5C,712,0.872,ok,
5C,713,0.878,ok,
5C,714,0.884,ok,
5C,715,0.89,ok,
7C,300,,missing,Jerlov 1976 has no value at this wavelength
7C,301,,missing,Jerlov 1976 has no value at this wavelength
7C,302,,missing,Jerlov 1976 has no value at this wavelength
7C,303,,missing,Jerlov 1976 has no value at this wavelength
7C,304,,missing,Jerlov 1976 has no value at this wavelength
7C,305,,missing,Jerlov 1976 has no value at this wavelength
7C,306,,missing,Jerlov 1976 has no value at this wavelength
7C,307,,missing,Jerlov 1976 has no value at this wavelength
7C,308,,missing,Jerlov 1976 has no value at this wavelength
7C,309,,missing,Jerlov 1976 has no value at this wavelength
7C,310,,missing,Jerlov 1976 has no value at this wavelength
7C,311,,missing,Jerlov 1976 has no value at this wavelength
7C,312,,missing,Jerlov 1976 has no value at this wavelength
7C,313,,missing,Jerlov 1976 has no value at this wavelength
7C,314,,missing,Jerlov 1976 has no value at this wavelength
7C,315,,missing,Jerlov 1976 has no value at this wavelength
7C,316,,missing,Jerlov 1976 has no value at this wavelength
7C,317,,missing,Jerlov 1976 has no value at this wavelength
7C,318,,missing,Jerlov 1976 has no value at this wavelength
7C,319,,missing,Jerlov 1976 has no value at this wavelength
7C,320,,missing,Jerlov 1976 has no value at this wavelength
7C,321,,missing,Jerlov 1976 has no value at this wavelength
7C,322,,missing,Jerlov 1976 has no value at this wavelength
7C,323,,missing,Jerlov 1976 has no value at this wavelength
7C,324,,missing,Jerlov 1976 has no value at this wavelength
7C,325,,missing,Jerlov 1976 has no value at this wavelength
7C,326,,missing,Jerlov 1976 has no value at this wavelength
7C,327,,missing,Jerlov 1976 has no value at this wavelength
7C,328,,missing,Jerlov 1976 has no value at this wavelength
7C,329,,missing,Jerlov 1976 has no value at this wavelength
7C,330,,missing,Jerlov 1976 has no value at this wavelength
7C,331,,missing,Jerlov 1976 has no value at this wavelength
7C,332,,missing,Jerlov 1976 has no value at this wavelength
7C,333,,missing,Jerlov 1976 has no value at this wavelength
7C,334,,missing,Jerlov 1976 has no value at this wavelength
7C,335,,missing,Jerlov 1976 has no value at this wavelength
7C,336,,missing,Jerlov 1976 has no value at this wavelength
7C,337,,missing,Jerlov 1976 has no value at this wavelength
7C,338,,missing,Jerlov 1976 has no value at this wavelength
7C,339,,missing,Jerlov 1976 has no value at this wavelength
7C,340,,missing,Jerlov 1976 has no value at this wavelength
7C,341,,missing,Jerlov 1976 has no value at this wavelength
7C,342,,missing,Jerlov 1976 has no value at this wavelength
7C,343,,missing,Jerlov 1976 has no value at this wavelength
7C,344,,missing,Jerlov 1976 has no value at this wavelength
7C,345,,missing,Jerlov 1976 has no value at this wavelength
7C,346,,missing,Jerlov 1976 has no value at this wavelength
7C,347,,missing,Jerlov 1976 has no value at this wavelength
7C,348,,missing,Jerlov 1976 has no value at this wavelength
7C,349,,missing,Jerlov 1976 has no value at this wavelength
7C,350,3,ok,
7C,351,2.964,ok,
7C,352,2.928,ok,
7C,353,2.892,ok,
7C,354,2.856,ok,
7C,355,2.82,ok,
7C,356,2.784,ok,
7C,357,2.748,ok,
7C,358,2.712,ok,
7C,359,2.676,ok,
7C,360,2.64,ok,
7C,361,2.604,ok,
7C,362,2.568,ok,
7C,363,2.532,ok,
7C,364,2.496,ok,
7C,365,2.46,ok,
7C,366,2.424,ok,
7C,367,2.388,ok,
7C,368,2.352,ok,
7C,369,2.316,ok,
7C,370,2.28,ok,
7C,371,2.244,ok,
7C,372,2.208,ok,
7C,373,2.172,ok,
7C,374,2.136,ok,
7C,375,2.1,ok,
7C,376,2.08,ok,
7C,377,2.06,ok,
7C,378,2.04,ok,
7C,379,2.02,ok,
7C,380,2,ok,
7C,381,1.98,ok,
7C,382,1.96,ok,
7C,383,1.94,ok,
7C,384,1.92,ok,
7C,385,1.9,ok,
7C,386,1.88,ok,
7C,387,1.86,ok,
7C,388,1.84,ok,
7C,389,1.82,ok,
7C,390,1.8,ok,
7C,391,1.78,ok,
7C,392,1.76,ok,
7C,393,1.74,ok,
7C,394,1.72,ok,
7C,395,1.7,ok,
7C,396,1.68,ok,
7C,397,1.66,ok,
7C,398,1.64,ok,
7C,399,1.62,ok,
7C,400,1.6,ok,
7C,401,1.584,ok,
7C,402,1.568,ok,
7C,403,1.552,ok,
7C,404,1.536,ok,
7C,405,1.52,ok,
7C,406,1.504,ok,
7C,407,1.488,ok,
7C,408,1.472,ok,
7C,409,1.456,ok,
7C,410,1.44,ok,
7C,411,1.424,ok,
7C,412,1.408,ok,
7C,413,1.392,ok,
7C,414,1.376,ok,
7C,415,1.36,ok,
7C,416,1.344,ok,
7C,417,1.328,ok,
7C,418,1.312,ok,
7C,419,1.296,ok,
7C,420,1.28,ok,
7C,421,1.264,ok,
7C,422,1.248,ok,
7C,423,1.232,ok,
7C,424,1.216,ok,
7C,425,1.2,ok,
7C,426,1.1876,ok,
7C,427,1.1752,ok,
7C,428,1.1628,ok,
7C,429,1.1504,ok,
7C,430,1.138,ok,
7C,431,1.1256,ok,
7C,432,1.1132,ok,
7C,433,1.1008,ok,
7C,434,1.0884,ok,
7C,435,1.076,ok,
7C,436,1.0636,ok,
7C,437,1.0512,ok,
7C,438,1.0388,ok,
7C,439,1.0264,ok,
7C,440,1.014,ok,
7C,441,1.0016,ok,
7C,442,0.9892,ok,
7C,443,0.9768,ok,
7C,444,0.9644,ok,
7C,445,0.952,ok,
7C,446,0.9396,ok,
7C,447,0.9272,ok,
7C,448,0.9148,ok,
7C,449,0.9024,ok,
7C,450,0.89,ok,
7C,451,0.8828,ok,
7C,452,0.8756,ok,
7C,453,0.8684,ok,
7C,454,0.8612,ok,
7C,455,0.854,ok,
7C,456,0.8468,ok,
7C,457,0.8396,ok,
7C,458,0.8324,ok,
7C,459,0.8252,ok,
7C,460,0.818,ok,
7C,461,0.8108,ok,
7C,462,0.8036,ok,
7C,463,0.7964,ok,
7C,464,0.7892,ok,
7C,465,0.782,ok,
7C,466,0.7748,ok,
7C,467,0.7676,ok,
7C,468,0.7604,ok,
7C,469,0.7532,ok,
7C,470,0.746,ok,
7C,471,0.7388,ok,
7C,472,0.7316,ok,
7C,473,0.7244,ok,
7C,474,0.7172,ok,
7C,475,0.71,ok,
7C,476,0.7048,ok,
7C,477,0.6996,ok,
7C,478,0.6944,ok,
7C,479,0.6892,ok,
7C,480,0.684,ok,
7C,481,0.6788,ok,
7C,482,0.6736,ok,
7C,483,0.6684,ok,
7C,484,0.6632,ok,
7C,485,0.658,ok,
7C,486,0.6528,ok,
7C,487,0.6476,ok,
7C,488,0.6424,ok,
7C,489,0.6372,ok,
7C,490,0.632,ok,
7C,491,0.6268,ok,
7C,492,0.6216,ok,
